fid,transcript,cleaned_transcript,timestamp,text_language,social_media_channel,hashtags,mentions,emojis,cluster_id,is_representative,repetition_count,counterfeit_risk,has_ccr_risk,risk_level,risk_type,reasoning,keywords,result_propagated
18409660543108136,  Glute focused! Save for next time ✨ 1. Lunges (4x10) 2. Sumo squats (4x15) 3. Hip thrust (4x12) 4. RDL's. (4x12) oxyshredenergy ehplabs code: stephaniepalma10 for $OFF✨ • • • #explore #explorepage #reels #viral #inspo #fitness #motivation #gymmotivation #gymgirl #gym #legday #reelsinstagram #fitnessmotivation #foryou,Glute focused! Save for next time 1. Lunges (4x10) 2. Sumo squats (4x15) 3. Hip thrust (4x12) 4. RDL's. (4x12) oxyshredenergy ehplabs code: stephaniepalma10 for $OFF • • •,2025-07-07 15:01:04,en,INSTAGRAM,explore|explorepage|reels|viral|inspo|fitness|motivation|gymmotivation|gymgirl|gym|legday|reelsinstagram|fitnessmotivation|foryou,,✨,,False,1,False,False,,,"- This appears to be a standard fitness-related social media post
- Contains a legitimate product discount code (stephaniepalma10)
- Mentions a real brand (EHPlabs) and specific product (OxyShred Ener",['None relevant to counterfeiting'],False
18050532533400515,"  Lean, green Queen OxyGreens are a Summer staple, and they are the best tasting greens on the market I've tried. OxyGreens contains a prebiotic fibre complex which includes; Chicory Root (Inulin), Green Kiwi Fruit, Green Banana, and Larch. These superfoods help to nourish the good gut bacteria (microbiome) and promote an overall healthy digestive system which improves nutrient absorption in the gut lining, promotes bowel regularity and reduces stomach bloating. Unlike most greens powders on the market, OxyGreens is also the best tasting greens powder and is the first of its kind to have no grassy or bitter after taste and is available in a number of flavours. Oxygreens is my healthy gut go-to! You see the results! Every day I prioritize my gut health and drinking a greens juice every day has helped me improve my digestion. Since I've been doing so I've noticed a slimmer figure including a slimmer waist because I am able to have a positive flow in being regular. My body does its thing naturally and I feel happy I have Oxygreens to help me do so Some of the weight many people hold on to isn't actually fat. It's just a back up in their digestive track. You could literally be holding on to so much by not being able to go regularly. So let's get you flowing and glowing 🌸💕✨ ✨Products featured in video ✨ehplabs Oxygreens Both available @ ehplabs.com amazon Prime Day sale July 8 and I'll be stocking up! ✅ Up to 50% Off Sitewide ✅ Special Discounts on OxyGreens Use Code MANDY10 #oxygreens #guthealth #fitness #yoga #weightloss #ehplabs #fitness #fit #gym #greens #healthy #healthylifestyle #bodybuilding #transformation #abs #glowup #glow #challenge #summer #gymtok #gymgirl #supplements #wellness #skincare #skinhealth #bloating #bloatingtips #inflammation #weightloss #fatloss","Lean, green Queen OxyGreens are a Summer staple, and they are the best tasting greens on the market I've tried. OxyGreens contains a prebiotic fibre complex which includes; Chicory Root (Inulin), Green Kiwi Fruit, Green Banana, and Larch. These superfoods help to nourish the good gut bacteria (microbiome) and promote an overall healthy digestive system which improves nutrient absorption in the gut lining, promotes bowel regularity and reduces stomach bloating. Unlike most greens powders on the market, OxyGreens is also the best tasting greens powder and is the first of its kind to have no grassy or bitter after taste and is available in a number of flavours. Oxygreens is my healthy gut go-to! You see the results! Every day I prioritize my gut health and drinking a greens juice every day has helped me improve my digestion. Since I've been doing so I've noticed a slimmer figure including a slimmer waist because I am able to have a positive flow in being regular. My body does its thing naturally and I feel happy I have Oxygreens to help me do so Some of the weight many people hold on to isn't actually fat. It's just a back up in their digestive track. You could literally be holding on to so much by not being able to go regularly. So let's get you flowing and glowing Products featured in video ehplabs Oxygreens Both available @ ehplabs.com amazon Prime Day sale July 8 and I'll be stocking up! Up to 50% Off Sitewide Special Discounts on OxyGreens Use Code MANDY10",2025-07-07 23:25:44,en,INSTAGRAM,oxygreens|guthealth|fitness|yoga|weightloss|ehplabs|fitness|fit|gym|greens|healthy|healthylifestyle|bodybuilding|transformation|abs|glowup|glow|challenge|summer|gymtok|gymgirl|supplements|wellness|skincare|skinhealth|bloating|bloatingtips|inflammation|weightloss|fatloss,,✅🌸✨💕,,False,1,False,False,,,"- The comment appears to be a genuine product review/testimonial
- References official EHPlabs website and Amazon as legitimate purchasing channels
- Includes specific product details and personal exp",['None identified related to counterfeiting'],False
17884861359321923,"  Gut check… and cart check ✅ Amazon Prime Day is HERE, and let's just say, I'm clearing space in the stack for this one OxyGreens has been part of my daily routine for gut health, digestion, and that inside-out glow, and if you've been thinking about trying it, this is your sign. July 8, save the date Up to 40% OFF on Amazon My Prime Picks are locked in ehplabs amazon amazonaustralia ehplabs_ausnz #AmazonPrimeDay #EHPlabs #OxyGreens #GutHealthGlowUp #FitnessStack #SupplementRoutine #PrimePicks","Gut check… and cart check Amazon Prime Day is HERE, and let's just say, I'm clearing space in the stack for this one OxyGreens has been part of my daily routine for gut health, digestion, and that inside-out glow, and if you've been thinking about trying it, this is your sign. July 8, save the date Up to 40% OFF on Amazon My Prime Picks are locked in ehplabs amazon amazonaustralia ehplabs_ausnz",2025-07-07 23:35:55,en,INSTAGRAM,AmazonPrimeDay|EHPlabs|OxyGreens|GutHealthGlowUp|FitnessStack|SupplementRoutine|PrimePicks,,✅,,False,1,False,False,,,The comment appears to be a promotional post about EHPlabs OxyGreens supplement during Amazon Prime Day. It contains no indicators of counterfeiting or product authenticity concerns. The post seems to,['None related to counterfeiting'],False
10153296892784853_10163751461184853,"  Lean, green Queen 🌿💗OxyGreens are a Summer staple, and they are the best tasting greens on the market I've tried.OxyGreens contains a prebiotic fibre complex which includes; Chicory Root (Inulin), Green Kiwi Fruit, Green Banana, and Larch. These superfoods help to nourish the good gut bacteria (microbiome) and promote an overall healthy digestive system which improves nutrient absorption in the gut lining, promotes bowel regularity and reduces stomach bloating. Unlike most greens powders on the market, OxyGreens is also the best tasting greens powder and is the first of its kind to have no grassy or bitter after taste and is available in a number of flavours. Oxygreens is my healthy gut go-to! You see the results! Every day I prioritize my gut health and drinking a greens juice every day has helped me improve my digestion. Since I've been doing so I've noticed a slimmer figure including a slimmer waist because I am able to have a positive flow in being regular. My body does its thing naturally and I feel happy I have Oxygreens to help me do so 💗Some of the weight many people hold on to isn't actually fat. It's just a back up in their digestive track. You could literally be holding on to so much by not being able to go regularly. So let's get you flowing and glowing 🌸💕✨✨Products featured in video ✨EHPlabs OxygreensBoth available @ ehplabs.com Amazon.com Prime Day sale July 8 and I'll be stocking up! ✅ Up to 50% Off Sitewide✅ Special Discounts on OxyGreensUse Code MANDY10 💕#oxygreens #guthealth #fitness #yoga #weightloss #ehplabs #fitness #fit #gym #greens #healthy #healthylifestyle #bodybuilding #transformation #abs #glowup #glow #challenge #summer #gymtok #gymgirl #supplements #wellness #skincare #skinhealth #bloating #bloatingtips #inflammation #weightloss #fatloss","Lean, green Queen OxyGreens are a Summer staple, and they are the best tasting greens on the market I've tried.OxyGreens contains a prebiotic fibre complex which includes; Chicory Root (Inulin), Green Kiwi Fruit, Green Banana, and Larch. These superfoods help to nourish the good gut bacteria (microbiome) and promote an overall healthy digestive system which improves nutrient absorption in the gut lining, promotes bowel regularity and reduces stomach bloating. Unlike most greens powders on the market, OxyGreens is also the best tasting greens powder and is the first of its kind to have no grassy or bitter after taste and is available in a number of flavours. Oxygreens is my healthy gut go-to! You see the results! Every day I prioritize my gut health and drinking a greens juice every day has helped me improve my digestion. Since I've been doing so I've noticed a slimmer figure including a slimmer waist because I am able to have a positive flow in being regular. My body does its thing naturally and I feel happy I have Oxygreens to help me do so Some of the weight many people hold on to isn't actually fat. It's just a back up in their digestive track. You could literally be holding on to so much by not being able to go regularly. So let's get you flowing and glowing Products featured in video EHPlabs OxygreensBoth available @ ehplabs.com Amazon.com Prime Day sale July 8 and I'll be stocking up! Up to 50% Off Sitewide Special Discounts on OxyGreensUse Code MANDY10",2025-07-07 23:53:48,en,FACEBOOK,oxygreens|guthealth|fitness|yoga|weightloss|ehplabs|fitness|fit|gym|greens|healthy|healthylifestyle|bodybuilding|transformation|abs|glowup|glow|challenge|summer|gymtok|gymgirl|supplements|wellness|skincare|skinhealth|bloating|bloatingtips|inflammation|weightloss|fatloss,,💗🌿✅🌸💕✨,,False,1,False,False,,,"- This is a positive, promotional comment from what appears to be an influencer/customer
- The comment references official purchasing channels (ehplabs.com, Amazon)
- Includes specific product details",['None identified related to counterfeiting'],False
18119810986475526,"  Rooted in routine. Fueled by faith. ehplabs OxyGreens is part of my walk — not just for gut health, but for staying grounded and energized as I serve God and show up with discipline. amazon Prime Day is coming 👀 and this one's too good to skip. Up to 50% off sitewide Special deal on OxyGreens Stock up July 8 #AmazonPrimeDay #DunnDealFitness #FaithAndFitness #GutHealth #GodFirst #EHPLabs","Rooted in routine. Fueled by faith. ehplabs OxyGreens is part of my walk — not just for gut health, but for staying grounded and energized as I serve God and show up with discipline. amazon Prime Day is coming and this one's too good to skip. Up to 50% off sitewide Special deal on OxyGreens Stock up July 8",2025-07-08 01:05:53,en,INSTAGRAM,AmazonPrimeDay|DunnDealFitness|FaithAndFitness|GutHealth|GodFirst|EHPLabs,,👀,,False,1,False,False,,,"The comment appears to be a genuine product endorsement with religious and fitness-themed messaging. While it mentions an Amazon Prime Day sale, there are no indicators of counterfeiting or product au",['None identified related to counterfeiting'],False
18412891075111817,"  This is your sign to take your gut health seriously… And now you can take yours seriously too because it's Amazon's Prime Day sale! ehplabs is now available and ON SALE at amazon and now you can shop for your favs & more for UP TO 50% OFF + SPECIAL DISCOUNTS on my fav Oxygreens! Don't miss out on this opportunity, so head on over to Amazon and stock up on your favorites today! #ehplabs #amazon #primeday #Oxygreens #oxyshred #gymgirls #explore","This is your sign to take your gut health seriously… And now you can take yours seriously too because it's Amazon's Prime Day sale! ehplabs is now available and ON SALE at amazon and now you can shop for your favs & more for UP TO 50% OFF + SPECIAL DISCOUNTS on my fav Oxygreens! Don't miss out on this opportunity, so head on over to Amazon and stock up on your favorites today!",2025-07-08 14:20:39,en,INSTAGRAM,ehplabs|amazon|primeday|Oxygreens|oxyshred|gymgirls|explore,,,cluster_2,True,2,False,False,,,"- The comment appears to be a promotional post about an Amazon Prime Day sale for EHPlabs products
- No counterfeit-related language or suspicious indicators are present
- The post references official",['None identified related to counterfeiting'],False
18318714685235213,"  This is your sign to take your gut health seriously… And now you can take yours seriously too because it's Amazon's Prime Day sale! ehplabs is now available and ON SALE at amazon and now you can shop for your favs & more for UP TO 50% OFF + SPECIAL DISCOUNTS on my fav Oxygreens! Don't miss out on this opportunity, so head on over to Amazon and stock up on your favorites today! #ehplabs #amazon #primeday #Oxygreens #oxyshred #gymgirls #explore","This is your sign to take your gut health seriously… And now you can take yours seriously too because it's Amazon's Prime Day sale! ehplabs is now available and ON SALE at amazon and now you can shop for your favs & more for UP TO 50% OFF + SPECIAL DISCOUNTS on my fav Oxygreens! Don't miss out on this opportunity, so head on over to Amazon and stock up on your favorites today!",2025-07-08 14:28:04,en,INSTAGRAM,ehplabs|amazon|primeday|Oxygreens|oxyshred|gymgirls|explore,,,cluster_2,False,2,False,False,,,"- The comment appears to be a promotional post about an Amazon Prime Day sale for EHPlabs products
- No counterfeit-related language or suspicious indicators are present
- The post references official",['None identified related to counterfeiting'],True
18309361741244652,  Just a girl w/ her OXYSHREDs ⚡ | Code: JENNYX10 | Want it fast? Get it during amazon PRIME DAY or check out ehplabs website w/ up to 50% off on your favorite OXYSHRED products • • • #gymgirl #gym #fitness #gymmotivation #fitnessjourney #oxyshred #ehplabs #gymtok #explore #explorepage #fitfam #gymgirls #fitnessaddict #Dfyne #Dfyneathlete #Dfynefits #Dfyneshorts,Just a girl w/ her OXYSHREDs | Code: JENNYX10 | Want it fast? Get it during amazon PRIME DAY or check out ehplabs website w/ up to 50% off on your favorite OXYSHRED products • • •,2025-07-09 03:05:11,en,INSTAGRAM,gymgirl|gym|fitness|gymmotivation|fitnessjourney|oxyshred|ehplabs|gymtok|explore|explorepage|fitfam|gymgirls|fitnessaddict|Dfyne|Dfyneathlete|Dfynefits|Dfyneshorts,,⚡,,False,1,False,False,,,"The comment appears to be a standard promotional social media post by a fitness influencer. It contains:
- Personal brand endorsement
- Discount code (JENNYX10)
- Mention of legitimate sales channels ",['None related to counterfeiting'],False
17975057402745493,"  PRIME DAY SALES ARE OUT Incredible products, up to 40% discounts, take advantage of those offers on amazon, prime sales finish soon ehplabs amazon #fitlife #fitness #fitnesslife #sales #ehplabs #supplements","PRIME DAY SALES ARE OUT Incredible products, up to 40% discounts, take advantage of those offers on amazon, prime sales finish soon ehplabs amazon",2025-07-09 07:18:54,en,INSTAGRAM,fitlife|fitness|fitnesslife|sales|ehplabs|supplements,,,,False,1,False,False,,,"The comment appears to be a legitimate promotional post about Amazon Prime Day sales for EHPlabs supplements. While it mentions Amazon sales, there are no indicators of counterfeiting or suspicious ac","['None identified as counterfeit', 'related']",False
18103879738545623,  Amazon Prime Day lets goooo. This is your sign to take your gut health seriously. ✅ Up to 50% Off Sitewide ✅ Special Discounts on OxyGreensMention Amazon Prime Day Fine the link in my stories or bio ehplabs amazon #wellnessjourney #helathyhabbits #PrimeDayDeals #AmazonDeals #PrimePicks #AmazonHaul #ShopPrimeDay #GutHealthMatters #WellnessTrends #HealthyLiving,Amazon Prime Day lets goooo. This is your sign to take your gut health seriously. Up to 50% Off Sitewide Special Discounts on OxyGreensMention Amazon Prime Day Fine the link in my stories or bio ehplabs amazon,2025-07-09 18:25:04,en,INSTAGRAM,wellnessjourney|helathyhabbits|PrimeDayDeals|AmazonDeals|PrimePicks|AmazonHaul|ShopPrimeDay|GutHealthMatters|WellnessTrends|HealthyLiving,,✅,,False,1,False,False,,,"- The comment appears to be a promotional post for EHPlabs products during Amazon Prime Day
- No explicit counterfeit indicators are present
- Mentions official site/Amazon and seems to be a legitimat","['None identified as counterfeit', 'related']",False
