fid,transcript,cleaned_transcript,timestamp,text_language,social_media_channel,hashtags,mentions,emojis,cluster_id,is_representative,repetition_count,counterfeit_risk,has_ccr_risk,risk_level,risk_type,reasoning,keywords,result_propagated,relevant,confidence,processing_time
1940253850096562621,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/JZvTYa8wag","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 03:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940260896078487576,  Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) Buy via Amazon --> https://t.co/02zDEClc9I https://t.co/YNMoXI6yvr,Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Buy via Amazon -->,2025-07-02 04:07:00,en,TWITTER,,,,cluster_10,False,4,True,True,Low,Suspicious_source,"While the listing offers a discounted price on Amazon, the significant price reduction (from $107 to $65.90) could be a potential red flag for authenticity. The use of a shortened URL and Amazon link ","['""only $65.90""']",True,True,Medium,2.4687845706939697
1940268950656278784,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/KzxFk3Gv4v","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 04:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940284049991352727,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/k9b9mLsrrP","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 05:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940299149670285355,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/NfI6BBmh5v","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 06:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940314249080734144,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/FfUbkuVXH3","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 07:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940329348273172989,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/Zd1GzXP8km","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 08:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940344447176229335,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/7XVqmItwDC","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 09:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940359546662252729,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/sxVsr36014","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 10:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940374646643126581,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/5oIElT3cfP","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 11:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940389746586329425,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/gs8Wflxdz5","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 12:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940404846504386834,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/H28yfK7UCk","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 13:39:01,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940419945399042359,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/IDrYUy10wc","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 14:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940435044255817844,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/elgq8VE7i0","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 15:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940450144052195676,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/V57rSwOr4A","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 16:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940465244008005863,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/mV78GbnZxo","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 17:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940480344219607397,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/1Mnhi7zrGN","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 18:39:01,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940488669565276506,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/OLOyXVwrBi Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/Ffufroc9Mg Get ready for Prime Day Sale (July 8-11)","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 19:12:06,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940495442837463518,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/asKLlN5QC2","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 19:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940510543011315720,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/8ZgsFk1Djc","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 20:39:01,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940525641859838435,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/6V2dJZFc1Y","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 21:39:00,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940540742872535259,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/IS4t1Y6RhI","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 22:39:01,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940555841335169182,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/0l8XFMGJTw","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-02 23:39:01,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940953234870313419,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/GsXK55lvkl Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/GnybkRm8vk Get ready for Prime Day Sale (July 8-11) https://t.co/cdIkr7ytx6","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-04 01:58:07,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
1940961130673058289,"  Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX https://t.co/OLOyXVwrBi Versace Eros Flame Eau De Parfum Spray for only $65.90  (Retail $107.00) https://t.co/Ffufroc9Mg Get ready for Prime Day Sale (July 8-11)","Slow Masticating Cold Press Juicer for $60, reg $119.99! -- Code J85BVRFX Versace Eros Flame Eau De Parfum Spray for only $65.90 (Retail $107.00) Get ready for Prime Day Sale (July 8-11)",2025-07-04 02:29:29,en,TWITTER,,,,cluster_3,False,30,True,True,Low,Suspicious_source,"The comment contains multiple red flags suggesting potential counterfeit or unauthorized sales:
- Significant price discount on Versace Eros Flame (from $107 to $65.90)
- Short URL links which can mas","['""Sale""']",True,True,Medium,1.940279960632324
